ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
FRR-057,Session Expiry During Checkout - Cart Preserved,Full Regression > Checkout > Session,Functional,High,8m,"User in checkout flow, ability to expire session (e.g., clear auth token)","1. Start checkout with items in cart
2. Manually expire session (clear auth cookies/token or wait for timeout)
3. Attempt to proceed to next step
4. Re-authenticate when prompted
5. Verify cart intact and checkout resumable","- Cart contents preserved after session expiry
- Redirected to sign-in after session expires
- After re-login: cart intact with same items
- Checkout resumes from last step (BL-AUTH-001)",BL-AUTH-001,Manual
FRR-058,Product Catalog - Out-of-Stock Visibility,Full Regression > Catalog > Stock,Functional,Critical,5m,"Product with stock = 0 in all FFCs","1. Navigate to product PDP and listing
2. Verify stock label
3. Verify Add to Cart state
4. Verify product still visible (not hidden)","- 'Sold out' or 'Out of stock' label shown on PDP and listing
- 'Add to Cart' disabled
- Product remains visible in catalog (not hidden)
- 'Add to Cart' enabled when stock restored (BL-CAT-001)",BL-CAT-001,Manual
FRR-059,Product Catalog - Hidden Product Not Searchable,Full Regression > Catalog > Visibility,Functional,High,5m,"Admin access. Product_1 with 'Visible' toggle available.","1. In Admin: set product 'Visible' = false
2. Search for product on storefront
3. Navigate category containing product
4. Try direct URL access","- Product absent from category listing
- Product not found in search results
- Direct URL returns 404 or redirect
- Admin confirms product still exists (BL-CAT-004)",C410691,Manual
FRR-060,Configurable Product - All Required Sections Must Be Filled,Full Regression > Catalog > Configurable,Functional,Critical,8m,"Configurable product with 2+ required configuration sections","1. Open configurable product PDP
2. Verify 'Add to Cart' disabled with no selections
3. Fill first required section only
4. Verify 'Add to Cart' still disabled
5. Fill all required sections
6. Verify 'Add to Cart' enabled
7. Leave optional section empty
8. Verify 'Add to Cart' still enabled","- 'Add to Cart' disabled until all required sections completed
- Partial completion keeps button disabled
- Optional sections do not block cart add
- Cart shows configuration details (BL-CAT-006)",B2C-CONFIG-001,Manual
FRR-061,B2C Variations - Option Display and Add to Cart (Correct SKU),Full Regression > B2C Variations > Display,Functional,Critical,8m,"Product with VirtoFrontend_UI_Layout=B2C property. 2+ color and size options.","1. Navigate to B2C variation product PDP
2. Verify 'Options' section (not standard variation list) displayed
3. Verify color swatches render as visual colored indicators
4. Verify 'Add to Cart' disabled with no selections
5. Select Color: Blue (only); verify button still disabled
6. Select Size: M (both selected); verify button enabled
7. Click 'Add to Cart'
8. In Network tab: verify addItem mutation sends Blue/M variant SKU","- 'Options' section renders (not standard list/table)
- Color swatches are visual (not text-only)
- Single-select per option group enforced
- 'Add to Cart' enabled only when all required groups selected
- Correct variant SKU in API request (not parent SKU)
- Cart line shows 'Color: Blue, Size: M' (BL-CAT-006, C411046)",C411031,Manual
FRR-062,B2C Variations - Price and Stock Update on Selection,Full Regression > B2C Variations > Price,Functional,Critical,6m,"B2C product with variants having different prices and stock levels","1. Navigate to B2C variation PDP
2. Select in-stock variant — note price and 'In stock' label
3. Select out-of-stock variant
4. Verify price, stock indicator, and button state update
5. Verify SKU code on page updates to selected variant","- Price updates immediately on selection (no reload)
- Stock indicator shows per-variant stock (not aggregate)
- Out-of-stock variant: 'Out of stock' label, 'Add to Cart' disabled
- All prices display exactly 2 decimal places (BL-PRICE-003)
- SKU on PDP reflects selected variant (not parent)",C411052,Manual
FRR-063,B2C Variations - Image Gallery Updates on Color Selection,Full Regression > B2C Variations > Images,Functional,High,5m,"B2C product with color-specific images assigned to variants","1. Navigate to B2C variation PDP
2. Select Color: Blue
3. Verify main image and thumbnail gallery update to Blue images
4. Select Color: Red
5. Verify gallery switches to Red images
6. Click thumbnail to set as main image","- Main image changes to variant-specific image on selection
- Thumbnail gallery shows images for selected variant only
- Thumbnails from other variants replaced (not accumulated)
- Clicking thumbnail sets it as main image
- No broken image icons if no variant-specific image (shows parent)",C411051,Manual
FRR-064,B2C Variations - Shareable URL Deep Links to Correct Variant,Full Regression > B2C Variations > URL,Functional,High,6m,"B2C variation product with URL encoding of variation selection","1. Navigate to B2C variation PDP
2. Select Color: Red, Size: M
3. Copy current URL (should have query params encoding selection)
4. Open URL in incognito window
5. Verify Red/M pre-selected on page load","- URL encodes variant selection (query params or path)
- Opening URL pre-selects correct options
- Price and image match the Red/M variant
- Shareable link preserved (not redirected to base product)
- (VCST-4530)",VCST-4530,Manual
FRR-065,Wishlist / Lists - Add Product and Add to Cart from List,Full Regression > B2C > Lists,Functional,Critical,6m,"User logged in, wishlist exists","1. Navigate to product detail page
2. Click 'Add to List' or heart icon
3. Select list: 'Wishlist'
4. Verify success notification and heart icon fills
5. Navigate to My Lists > open wishlist
6. Verify product appears with image, name, price
7. Click 'Add to Cart' from list
8. Click 'Add All to Cart'","- 'Add to List' button/icon visible on PDP
- Product added to selected list
- Product visible in list with correct details
- Individual and bulk 'Add to Cart' from list both work
- Out-of-stock items skipped with warning on 'Add All'
- Products remain in list after adding to cart",B2C-LIST-005,Automated
FRR-066,Ship-To - Select and Add Addresses,Full Regression > B2C > Ship To,Functional,Critical,7m,"User logged in with saved addresses","1. Add products to cart and proceed to checkout
2. Verify default address pre-selected
3. Click 'Change Address' and select different saved address
4. Verify shipping costs may update for new address region
5. Navigate to Account > Addresses and add new address with all required fields","- Default address pre-selected in checkout
- Address selector shows all saved addresses
- Changing address updates shipping section
- New address form validates required fields (ZIP format, phone)
- Saved address appears in address list (BL-CHK-003)",B2C-SHIP-006,Automated
FRR-067,Coupons - Valid Coupon Applied (Storefront End-to-End),Full Regression > Coupons > Apply,Functional,Critical,8m,"Valid coupon exists in Admin (e.g., WELCOME10 - 10% off). Products in cart.","1. Add eligible products to cart
2. Navigate to /account/coupons to view available coupons
3. Go to cart and enter coupon code: WELCOME10
4. Click Apply
5. Verify discount applied and shown as line item
6. Proceed to checkout and verify coupon persists
7. Place order and verify order total reflects coupon","- Coupon input field visible on cart page
- Valid coupon applies discount
- Discount line shows: 'WELCOME10: -$X.XX'
- Coupon persists through checkout flow
- Order total reduced correctly
- /account/coupons page shows available coupons (BL-CART-003, BL-PRICE-001)",VCST-4590,Manual
FRR-068,Coupons - Case-Insensitive Code Acceptance,Full Regression > Coupons > Validation,Functional,High,3m,"Valid coupon code exists (e.g., SAVE10)","1. Enter coupon code in all lowercase: 'save10'
2. Click Apply","- Coupon accepted regardless of case (lowercase/uppercase)
- Same discount applied as with uppercase code (ECL-1.3)",ECL-1.3,Manual
FRR-069,Coupons - Expired Coupon Rejected with Clear Message,Full Regression > Coupons > Validation,Negative,High,3m,"Expired coupon code available (past expiry date)","1. Enter expired coupon code in cart
2. Click Apply","- Error: 'Coupon expired' or 'Coupon not valid'
- No discount applied
- Cart total unchanged (ECL-1.3)",ECL-1.3,Manual
FRR-070,Coupons - Only One Coupon Per Cart (Single-Use Enforcement),Full Regression > Coupons > Validation,Negative,High,4m,"Two valid coupon codes available. Cart with products.","1. Apply first valid coupon code
2. Attempt to apply second coupon code","- First coupon applied successfully
- Second coupon rejected with message: 'Only one coupon allowed' (if single-coupon store)
- Or second coupon replaces first (if replacement behavior)
- No double-discount (BL-CART-003)",BL-CART-003,Manual
FRR-071,Coupons - Coupon Removed from Cart,Full Regression > Coupons > Removal,Functional,High,3m,"Coupon applied to cart","1. Apply valid coupon to cart
2. Locate 'Remove coupon' option
3. Click to remove
4. Verify coupon removed and total restored","- Applied coupon shows with 'Remove' option
- Clicking Remove removes discount
- Cart total restored to pre-coupon amount
- Coupon code field available again",VCST-4590,Manual
FRR-072,Security - SQL Injection Prevention,Full Regression > Security > Injection,Security,Critical,5m,"User on search and login pages","1. Enter in search: laptop' OR '1'='1
2. Enter in login email: admin' OR '1'='1' --
3. Verify no SQL execution","- Inputs sanitized server-side
- No database errors exposed to user
- Generic error messages (no stack traces)
- Application remains stable (BL-SRCH-005)",FR-SECURITY-001,Manual
FRR-073,Security - XSS Prevention,Full Regression > Security > XSS,Security,Critical,5m,"User on any input page","1. Enter in search: <script>alert('XSS')</script>
2. Enter in registration name: <img src=x onerror=alert('XSS')>
3. Submit and verify","- XSS attempts fail — no script execution
- Inputs displayed as text or stripped
- No alert dialogs appear
- CSP headers present",FR-SECURITY-002,Manual
FRR-074,Security - RBAC: Unauthorized Action Blocked (Admin),Full Regression > Security > Authorization,Security,Critical,8m,"Admin user with restricted role (read-only on Catalog)","1. Create role with only 'read' permission on Catalog
2. Assign to user and sign in as that user in Admin
3. Verify Create and Delete buttons absent in Catalog blade
4. Attempt POST /api/catalog/products directly
5. Add 'create' permission
6. Verify button appears","- Create/Delete buttons absent for read-only role
- Direct API call returns 403 Forbidden
- Adding permission makes button appear
- Zero-permission escalation possible via UI (BL-AUTH-005)",BL-AUTH-005,Manual
FRR-075,Security - Password Strength Enforcement,Full Regression > Security > Password,Security,High,5m,"User on registration page","1. Attempt weak password: '123456'
2. Attempt without uppercase: 'mypassword1!'
3. Use strong password: 'MyP@ssw0rd!'","- Weak passwords rejected with specific feedback
- Requirements shown: 8+ chars, uppercase, lowercase, number, special char
- Real-time validation feedback
- Strong password accepted",FR-SECURITY-004,Manual
FRR-076,Security - Session Timeout Triggers Re-Authentication,Full Regression > Security > Session,Security,High,15m,"User logged in","1. Log in to account
2. Wait for or simulate session timeout
3. Attempt to perform action","- Session expires after configured idle time
- Attempting action triggers re-authentication prompt
- Re-login restores session without data loss (BL-AUTH-001)",FR-SECURITY-006,Manual
FRR-077,White Labeling - Organization Theme Override,Full Regression > White Labeling > Org Override,Functional,High,6m,"White labeling feature enabled. Org B has a different logo/theme configured.","1. Sign in as Org B member
2. Verify storefront shows Org B logo and branding
3. Disable White Labeling feature in Admin store settings
4. Refresh storefront
5. Verify store default branding shown","- Org B member sees Org B theme (logo, colors)
- Disabling White Labeling feature → store default shown regardless of org setting
- Re-enabling → org theme returns (BL-B2B-006, BL-CROSS-006)",BL-B2B-006,Manual
FRR-078,Accessibility - Keyboard Navigation (Full Site),Full Regression > Accessibility > Keyboard,Accessibility,High,15m,"Browser open, keyboard only (no mouse)","1. Navigate storefront using only keyboard (Tab, Enter, Escape, Arrow keys)
2. Tab through header, main content, category page
3. Navigate to cart and checkout using keyboard only
4. Verify all interactive elements reachable","- All interactive elements reachable via Tab
- Focus indicators visible on all focused elements
- Tab order logical (left-to-right, top-to-bottom)
- Menus navigable with arrow keys
- Enter activates buttons/links; Escape closes modals
- Skip links available ('Skip to main content')
- No keyboard traps (WCAG 2.1 AA)",FR-ACCESS-001,Manual
FRR-079,Accessibility - Screen Reader Compatibility (Key Flows),Full Regression > Accessibility > Screen Reader,Accessibility,High,15m,"Screen reader installed (NVDA or JAWS)","1. Enable screen reader
2. Navigate catalog: verify product info announced
3. Test form fields (labels announced with inputs)
4. Test add to cart (success announced)
5. Navigate checkout form with screen reader","- Product names, prices, stock status announced correctly
- Form labels associated with inputs
- Buttons have descriptive labels
- Dynamic cart updates announced
- Error messages announced",FR-ACCESS-002,Manual
FRR-080,Performance - Homepage and Category Page Load Time,Full Regression > Performance > Load Time,Performance,High,8m,"Browser DevTools open, Network tab active, cache cleared","1. Clear cache
2. Navigate to storefront homepage
3. Measure DOMContentLoaded and Load events
4. Navigate to category page with 20+ products
5. Measure load time","- Homepage DOMContentLoaded < 3s, fully loaded < 5s
- LCP < 2.5s, CLS < 0.1
- Category page loads < 3s
- No console errors impacting performance
- Images lazy load below fold (BL-CROSS-009 for data, performance threshold for UX)",FR-PERF-001,Manual
FRR-081,Cross-Browser - Chrome Critical Path,Full Regression > Browser > Chrome,Compatibility,Critical,15m,"Chrome browser latest version","1. Execute full critical path in Chrome: Login → Catalog → Search → Add to Cart → Checkout → Place Order
2. Verify all functionality works
3. Check console for errors","- All critical flows work in Chrome
- No JavaScript errors in console
- Layout renders correctly
- Payment forms load
- No browser-specific bugs",FR-BROWSER-001,Automated
FRR-082,Cross-Browser - Firefox Critical Path,Full Regression > Browser > Firefox,Compatibility,High,15m,"Firefox browser latest version","1. Execute critical path in Firefox: Login → Add to Cart → Checkout → Place Order
2. Note Firefox-specific issues","- All functionality works in Firefox
- Layout consistent (minor font rendering differences acceptable)
- Forms work correctly
- Payment forms load",FR-BROWSER-003,Manual
FRR-083,Cross-Browser - Mobile Safari (iOS) Critical Path,Full Regression > Browser > Mobile,Compatibility,Critical,15m,"iPhone with latest iOS Safari (physical or simulator)","1. Execute critical path on iOS Safari: Login → Browse → Add to Cart → Checkout → Place Order
2. Test mobile-specific: touch targets, no horizontal scroll, iOS keyboard forms
3. Test BOPIS map (pinch zoom, tap markers)","- All critical flows work on iOS Safari
- Touch interactions smooth (tap, swipe, pinch)
- No accidental zooms
- Payment form redirects work correctly
- BOPIS map functional on mobile
- No iOS-specific bugs (position: fixed, etc.)",FR-BROWSER-005,Manual
FRR-084,Cross-Browser - Chrome Android Critical Path,Full Regression > Browser > Mobile,Compatibility,High,12m,"Android phone with Chrome","1. Execute critical path on Chrome Android: Login → Add to Cart → Checkout → Place Order","- Critical flows work on Android Chrome
- Touch interactions work
- Forms work with Android keyboard
- Payment forms load and process",FR-BROWSER-006,Manual
FRR-085,Localization - Language Switching,Full Regression > Localization > Language,Functional,High,5m,"Multi-language site configured","1. Locate language selector in header/footer
2. Select 'Deutsch' (German)
3. Verify UI elements translated
4. Switch to 'Français'
5. Verify French translations","- Language selector lists all 14 configured languages
- UI elements translated: Navigation, buttons, labels, messages
- Language persists across pages
- URL updates with locale prefix (e.g., /de/catalog)",FR-LOCAL-001,Manual
FRR-086,Localization - Currency Selection and Cart Prices,Full Regression > Localization > Currency,Functional,High,5m,"Multi-currency configured","1. Select non-default currency (e.g., EUR)
2. Verify all prices update to EUR price list
3. Add product to cart
4. Verify cart and checkout use EUR
5. Verify order confirmation in EUR","- Currency selector shows all configured currencies
- Prices switch to currency-specific price list (not exchange rate conversion)
- Cart, checkout, and confirmation all use selected currency (BL-PRICE-005, BL-CART-004)",FR-LOCAL-002,Manual
FRR-087,Feature Flag Toggle - Immediate Effect Without Restart,Full Regression > Platform > Feature Flags,Functional,High,6m,"Admin access to store settings. 'quotesEnabled' flag available.","1. Ensure quotesEnabled = true in store settings
2. Verify 'Request Quote' button visible on storefront
3. Toggle quotesEnabled = false in Admin
4. Refresh storefront (no server restart)
5. Verify 'Request Quote' button disappears
6. Toggle back to true and verify button returns","- Flag change takes effect on next page load (no restart needed)
- Storefront reads flags from xAPI on each page load
- Quote button appears/disappears based on flag state (BL-CROSS-006)",BL-CROSS-006,Manual
FRR-088,Price List Deletion - Products Show Unavailable Not $0,Full Regression > Catalog > Price Integrity,Functional,Critical,8m,"Product with price only from one price list. Admin access.","1. Note product URL on storefront (in-stock, purchasable)
2. In Admin: delete the price list associated with this product
3. Navigate to product on storefront (clear cache if needed)
4. Verify price display and Add to Cart state
5. Verify via xAPI: products query returns null price","- Product shows 'Unavailable' or N/A — NOT $0.00
- 'Add to Cart' button disabled
- Cannot add to cart via UI or API
- Existing orders retain historical prices unchanged
- Recreating price list restores availability (BL-CROSS-001, BL-CROSS-012)",BL-CROSS-001,Manual
FRR-089,Cart Price Uses Live Data Not Cached Search Price,Full Regression > Catalog > Price Sync,Functional,Critical,8m,"Admin access. Product with a price visible on storefront.","1. Note current product price on storefront listing ($X)
2. In Admin: increase price by $10
3. Immediately (within 60s) add the product to cart
4. Verify cart uses NEW price not cached listing price
5. Wait 120s and verify search listing also shows new price","- Cart/checkout always uses server-side (current) price
- Cart does NOT use stale cached search index price
- After reindex (120s): listing price matches cart price
- Price change propagated within consistency window (BL-CROSS-002)",BL-CROSS-002,Manual
FRR-090,End-to-End - Complete Purchase Flow (Full Cross-Layer Verification),Full Regression > E2E > Complete Flow,Functional,Critical,25m,"All layers accessible: storefront, Admin, email, DevTools","1. Register new user (or sign in with test account)
2. Browse catalog and search for product
3. Add product to cart (verify correct SKU via Network tab)
4. Apply valid promo code
5. Proceed to checkout with delivery address
6. Select shipping method
7. Enter payment details and place order
8. On confirmation page: note order number, verify GA4 purchase event fires
9. Verify email received with correct order data
10. In Admin: verify order exists with matching total
11. Verify inventory decremented
12. Verify cart is cleared on storefront","STOREFRONT: Confirmation page shows correct order number and total
EMAIL: Confirmation received within 5 minutes, content matches order
ADMIN: Order exists with matching total, status New, inventory decremented
GA4: purchase event fired with correct transaction_id, value, items
CART: Cleared after order placed
CONSOLE: No JS errors on any step
NETWORK: No 4xx/5xx errors during order flow
All six side effects complete — no partial execution (BL-CROSS-005, BL-CHK-006, BL-NOTIF-001)",SMK-E2E,Manual
