"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C411097","Search History Persistence for Registered Users","","","High","Search History","1","","Search > Search History","","Step Description:
1. Login as registered user
2. Perform searches: """"wireless mouse"""", """"mechanical keyboard""""
3. Logout completely
4. Close browser/clear session
5. Reopen browser and login as same user
6. Check search history dropdown
Expected Result:
Search history persists across sessions for registered users
""""wireless mouse"""" and """"mechanical keyboard"""" still appear
Search history is properly restored after re-login","","Search history persists across sessions for registered users
""wireless mouse"" and ""mechanical keyboard"" still appear
Search history is properly restored after re-login","","1. Login as registered user
2. Perform searches: ""wireless mouse"", ""mechanical keyboard""
3. Logout completely
4. Close browser/clear session
5. Reopen browser and login as same user
6. Check search history dropdown","Functional"
"C411098","Multiple Users Same Device Search History","","","High","Search History","1","","Search > Search History","","Step Description:
1. Login as User A, search for """"gaming laptop""""
2. Logout User A
3. Login as User B on same browser, search for """"office chair""""
4. Logout User B  
5. Login as User C on same browser, search for """"smartphone""""
6. Switch back to User A and check search history
Expected Result:
Each user maintains independent search history:
- User A: """"gaming laptop""""
- User B: """"office chair""""  
- User C: """"smartphone""""
No mixing or contamination between users","","Each user maintains independent search history:
- User A: ""gaming laptop""
- User B: ""office chair""  
- User C: ""smartphone""
No mixing or contamination between users","","1. Login as User A, search for ""gaming laptop""
2. Logout User A
3. Login as User B on same browser, search for ""office chair""
4. Logout User B  
5. Login as User C on same browser, search for ""smartphone""
6. Switch back to User A and check search history","Functional"
"C411099","Anonymous User Search History Limits","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. As anonymous/guest user, perform 10+ different searches
2. Check search history behavior
3. Clear browser data
4. Repeat searches as same anonymous user
Expected Result:
Anonymous users have limited search history (session-based)
Search history clears when browser data cleared
Consistent behavior for non-authenticated users","","Anonymous users have limited search history (session-based)
Search history clears when browser data cleared
Consistent behavior for non-authenticated users","","1. As anonymous/guest user, perform 10+ different searches
2. Check search history behavior
3. Clear browser data
4. Repeat searches as same anonymous user","Functional"
"C411100","Search History Privacy in Shared Environments","","","High","Search History","1","","Search > Search History","","Step Description:
1. User A performs sensitive searches (e.g., """"luxury watches"""")
2. User A logs out properly
3. User B logs in on same device
4. User B checks search functionality
5. Verify no data leakage
Expected Result:
User B cannot see User A's search history
No sensitive search data persists between user sessions
Complete isolation maintained in shared environments","","User B cannot see User A's search history
No sensitive search data persists between user sessions
Complete isolation maintained in shared environments","","1. User A performs sensitive searches (e.g., ""luxury watches"")
2. User A logs out properly
3. User B logs in on same device
4. User B checks search functionality
5. Verify no data leakage","Security"
"C411101","Search History Data Consistency Across Devices","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Login as User A on Device 1 (desktop)
2. Perform searches: """"bluetooth headphones"""", """"laptop bag""""
3. Login as same User A on Device 2 (mobile)
4. Check search history on Device 2
5. Perform new search """"power bank"""" on Device 2
6. Return to Device 1 and check search history
Expected Result:
Search history syncs across devices for same user account
Device 1 shows: """"bluetooth headphones"""", """"laptop bag"""", """"power bank""""
Device 2 shows same search history
Consistent experience across user's devices","","Search history syncs across devices for same user account
Device 1 shows: ""bluetooth headphones"", ""laptop bag"", ""power bank""
Device 2 shows same search history
Consistent experience across user's devices","","1. Login as User A on Device 1 (desktop)
2. Perform searches: ""bluetooth headphones"", ""laptop bag""
3. Login as same User A on Device 2 (mobile)
4. Check search history on Device 2
5. Perform new search ""power bank"" on Device 2
6. Return to Device 1 and check search history","Functional"
"C411102","Search History User Account Deletion Impact","","","Low","Search History","1","","Search > Search History","","Step Description:
1. Login as test user with search history
2. Note existing search items
3. Delete/deactivate user account
4. Attempt to recreate account with same credentials
5. Check search history status
Expected Result:
Deleted user's search history is properly removed
New account starts with clean search history
No data remnants from previous account","","Deleted user's search history is properly removed
New account starts with clean search history
No data remnants from previous account","","1. Login as test user with search history
2. Note existing search items
3. Delete/deactivate user account
4. Attempt to recreate account with same credentials
5. Check search history status","Functional"
"C411103","Search History Concurrent User Sessions","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Open two browser windows/incognito sessions
2. Login as User A in Window 1, search """"tablet""""
3. Login as User B in Window 2, search """"laptop""""
4. Switch between windows and verify search histories
5. Add more searches in each session
Expected Result:
Each concurrent session maintains independent search history
Window 1 (User A): shows """"tablet"""" and subsequent searches
Window 2 (User B): shows """"laptop"""" and subsequent searches
No interference between concurrent sessions","","Each concurrent session maintains independent search history
Window 1 (User A): shows ""tablet"" and subsequent searches
Window 2 (User B): shows ""laptop"" and subsequent searches
No interference between concurrent sessions","","1. Open two browser windows/incognito sessions
2. Login as User A in Window 1, search ""tablet""
3. Login as User B in Window 2, search ""laptop""
4. Switch between windows and verify search histories
5. Add more searches in each session","Functional"
"C411030","Search page > Filter by category + search query","https://virtowayqa.testrail.io/index.php?/attachments/get/1000005202","","High","Global search","1","","Search > Global search","","Step Description:
Enter search query in search field (case) and hit the enter

Set Filter by any category ( ex. Accessories)

Enter search query (case for phone)

Enter new search query (120)

Check the behavior of URL and chips
Expected Result:
The filter by category is work correctly. The new search query is not reset the filter.
The URL is update with new search query


/search?q=120&facets=%22__outline_named%22:%22fc596540864a41bf8ab78734ee7353a3/b82ccab5-b6df-4bf9-8062-4555ec03baa8___Accessories%22

 ![](index.php?/attachments/get/1000005202) 


","","The filter by category is work correctly. The new search query is not reset the filter.
The URL is update with new search query


/search?q=120&facets=%22__outline_named%22:%22fc596540864a41bf8ab78734ee7353a3/b82ccab5-b6df-4bf9-8062-4555ec03baa8___Accessories%22

 ![](index.php?/attachments/get/1000005202) 


","","Enter search query in search field (case) and hit the enter

Set Filter by any category ( ex. Accessories)

Enter search query (case for phone)

Enter new search query (120)

Check the behavior of URL and chips","Other"
"","","","","","","","","","","
Step Description:
Add new query string to already exist one (120 HZ) 
Expected Result:
The filter by category is work correctly. 
The new search query is not reset the filter.
The URL is update with new search query

search?q=120+Hz&facets=""""__outline_named"""":""""fc596540864a41bf8ab78734ee7353a3/b82ccab5-b6df-4bf9-8062-4555ec03baa8___Accessories""""","","The filter by category is work correctly. 
The new search query is not reset the filter.
The URL is update with new search query

search?q=120+Hz&facets=""__outline_named"":""fc596540864a41bf8ab78734ee7353a3/b82ccab5-b6df-4bf9-8062-4555ec03baa8___Accessories""","","Add new query string to already exist one (120 HZ) ",""
"C410999","Placeholder text on category page","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Navigate to a category page
2. Observe the search field
Expected Result:
Placeholder shows: `Search within {category name}` or chip `{Category}` is displayed","","Placeholder shows: `Search within {category name}` or chip `{Category}` is displayed","","1. Navigate to a category page
2. Observe the search field","Other"
"C411000","Keyword entry filters products in category","","","High","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Open “Craft” category
2. Type `Paper` in search bar
3. Observe product suggestions
Expected Result:
Search popup shows results for “Paper” within “Craft” category only","","Search popup shows results for “Paper” within “Craft” category only","","1. Open “Craft” category
2. Type `Paper` in search bar
3. Observe product suggestions","Other"
"C411001","Pressing Enter triggers category search","https://virtowayqa.testrail.io/index.php?/attachments/get/1000005185","","High","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Go to subcategory (example: /accessories/aliexpress/office-chairs)
2. Type keyword """"rotate"""" in category search
3. Press Enter
Expected Result:
Navigated to URL """"/office-chairs?q=rotate"""" and results scoped to “office-chairs”

---

 ![](index.php?/attachments/get/1000005185) 
","","Navigated to URL ""/office-chairs?q=rotate"" and results scoped to “office-chairs”

---

 ![](index.php?/attachments/get/1000005185) 
","","1. Go to subcategory (example: /accessories/aliexpress/office-chairs)
2. Type keyword ""rotate"" in category search
3. Press Enter","Other"
"C411002","Category chip presence after search","https://virtowayqa.testrail.io/index.php?/attachments/get/1000005186","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Type and search for """"Paper"""" in “accessories” category
Expected Result:
The chip looks like """"accessories""""
The chip can be removed

---

 ![](index.php?/attachments/get/1000005186) 
","","The chip looks like ""accessories""
The chip can be removed

---

 ![](index.php?/attachments/get/1000005186) 
","","1. Type and search for ""Paper"" in “accessories” category","Other"
"C411003","Result page structure after search","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Go to category """"printers""""
2. Perform category search for “epson”
3. Press enter
Expected Result:
Title: """"Printers"""" is shown. 
The appropriate products are returned
The Category url with keyword: /printers?q=epson
Category title with Search for {Keyword} in {CaregoryName} 

","","Title: ""Printers"" is shown. 
The appropriate products are returned
The Category url with keyword: /printers?q=epson
Category title with Search for {Keyword} in {CaregoryName} 

","","1. Go to category ""printers""
2. Perform category search for “epson”
3. Press enter","Other"
"C411004","Removal of category chip resets to global search","","","High","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Perform category search
2. Click remove chip
Expected Result:
Search resets to global. Results show products across all catalog","","Search resets to global. Results show products across all catalog","","1. Perform category search
2. Click remove chip","Other"
"C411005","Category chip is clickable","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. On category search results, click category chip
Expected Result:
User remains scoped to category, or chip is removed if function is toggled","","User remains scoped to category, or chip is removed if function is toggled","","1. On category search results, click category chip","Other"
"C411006","Switching categories clears chip context","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Start a search in “Printers” then navigate to “Soft drinks”
Expected Result:
Chip updates to new category","","Chip updates to new category","","Start a search in “Printers” then navigate to “Soft drinks”","Other"
"C411007","Non-matching keyword in category returns empty state","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
1. Search `NonExistingKeyword` inside “Craft” category
Expected Result:
“There are no products in this category” message appears","","“There are no products in this category” message appears","","1. Search `NonExistingKeyword` inside “Craft” category","Other"
"C411008","Check behavior when category URL is malformed","https://virtowayqa.testrail.io/index.php?/attachments/get/1000005187, https://virtowayqa.testrail.io/index.php?/attachments/get/1000005188","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Navigate to """"/juice?q= """" directly
Expected Result:
Page loads with “Juice” category but no keyword results

---

 ![](index.php?/attachments/get/1000005188) 
","","Page loads with “Juice” category but no keyword results

---

 ![](index.php?/attachments/get/1000005188) 
","","Navigate to ""/juice?q= "" directly","Other"
"C411009","Search with special characters","https://virtowayqa.testrail.io/index.php?/attachments/get/1000005189","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Search """"Pap)0er"""" in a category
Expected Result:
“There are no products in this category”

---

 ![](index.php?/attachments/get/1000005189) 
","","“There are no products in this category”

---

 ![](index.php?/attachments/get/1000005189) 
","","Search ""Pap)0er"" in a category","Other"
"C411010","Category search with long keywords","","","Low","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Enter a 100-character string in category search
Expected Result:
Search executes properly","","Search executes properly","","Enter a 100-character string in category search","Other"
"C411011","Search behavior on refresh","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Perform search in category, then refresh page
Expected Result:
Same results and chips persist after reload","","Same results and chips persist after reload","","Perform search in category, then refresh page","Other"
"C411012","Keyboard navigation works with chip","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Tab into chip and press Delete or Enter
Expected Result:
Chip is removed or navigates correctly","","Chip is removed or navigates correctly","","Tab into chip and press Delete or Enter","Other"
"C411013","Focus and cursor position in search field","","","Medium","Search in Category by Keyword","1","https://virtocommerce.atlassian.net/browse/VCST-3355
Available from vc-frontend version 2.25.0

For a category page from builder io, you need to set the category ID, then the chip will be displayed
","Search > Search in Category by Keyword","","Step Description:
Click inside search input
Expected Result:
Cursor is placed correctly and chip does not interfere","","Cursor is placed correctly and chip does not interfere","","Click inside search input","Other"
"C410442","Orders > Empty orders page","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Check the page
Expected Result:
The next elements are presented:
-- Title 'ORDERS'
-- Search field contains cross icon (X) + Search icon
-- Filters button
-- Text 'There are no orders yet'
-- Button Continue browsing","","The next elements are presented:
-- Title 'ORDERS'
-- Search field contains cross icon (X) + Search icon
-- Filters button
-- Text 'There are no orders yet'
-- Button Continue browsing","","1. Check the page","Other"
"","","","","","","","","","","
Step Description:
Click on the Filter
Expected Result:
The menu is opened
Only the created date is displayed

- Start date (date picker)
- End Date (date picker)
- Reset and Apply (disabled)

---

 ![](index.php?/attachments/get/701fac2d-35fb-44f2-85bc-c05a9fdec6f0) 

","","The menu is opened
Only the created date is displayed

- Start date (date picker)
- End Date (date picker)
- Reset and Apply (disabled)

---

 ![](index.php?/attachments/get/701fac2d-35fb-44f2-85bc-c05a9fdec6f0) 

","","Click on the Filter",""
"","","","","","","","","","","
Step Description:
Click on """"Continue browsing""""
Expected Result:
The Catalog page is opened","","The Catalog page is opened","","Click on ""Continue browsing""",""
"C410443","Orders > general view","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Open My account page &gt;  Orders tab
2. Check the page
Expected Result:
1. Next elements are presented: 
1. Title """"Orders""""
2. Search bar with search button
3. Button """"Filters""""
4. Order list with next columns presented:
- Order number
- Purchased order
- Invoice
- Date ( in the local format)
- Status
- Total
5. Pagination","","1. Next elements are presented: 
1. Title ""Orders""
2. Search bar with search button
3. Button ""Filters""
4. Order list with next columns presented:
- Order number
- Purchased order
- Invoice
- Date ( in the local format)
- Status
- Total
5. Pagination","","1. Open My account page &gt;  Orders tab
2. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Check the list of the orders
Expected Result:
1. 10 orders presented on the 1st page, 1 - on 2nd page.","","1. 10 orders presented on the 1st page, 1 - on 2nd page.","","1. Check the list of the orders",""
"C410444","Orders > List of statuses > One order status","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001501, https://virtowayqa.testrail.io/index.php?/attachments/get/1000004522","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Open the Account &gt;  Orders
2. Check the list of Order statuses in the left menu
Expected Result:
1. The list contains only one order status in the left menu
2. The count is displayed for order status
3. Only one order is returned

---


 ![](index.php?/attachments/get/520a2b81-0d8d-402b-805b-f29e872c245c) 


","","1. The list contains only one order status in the left menu
2. The count is displayed for order status
3. Only one order is returned

---


 ![](index.php?/attachments/get/520a2b81-0d8d-402b-805b-f29e872c245c) 


","","1. Open the Account &gt;  Orders
2. Check the list of Order statuses in the left menu","Other"
"","","","","","","","","","","
Step Description:
Select status
Expected Result:
1. The current status is selected.
2. The appropriate orders with the status are returned
3. The chip with order status is displayed

---


 ![](index.php?/attachments/get/ffab4492-2205-4aae-88ca-617d1b712f35) 


","","1. The current status is selected.
2. The appropriate orders with the status are returned
3. The chip with order status is displayed

---


 ![](index.php?/attachments/get/ffab4492-2205-4aae-88ca-617d1b712f35) 


","","Select status",""
"","","","","","","","","","","
Step Description:
1. Create one order with another status (ex. Payment required)
2. Open """"Orders history""""
3. Check the new status in the left menu
4. Select new status
Expected Result:
1. The new status is displayed in the list
2. The current Status selected and the appropriate order returned","","1. The new status is displayed in the list
2. The current Status selected and the appropriate order returned","","1. Create one order with another status (ex. Payment required)
2. Open ""Orders history""
3. Check the new status in the left menu
4. Select new status",""
"C410445","Orders > List of statuses > Multiple statuses","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Open the Account -  Orders
2. Check the list of Order statuses in the left menu
Expected Result:
1. The list of order statuses is shown in the left menu
2. The count is displayed for each order status
3. All orders are returned","","1. The list of order statuses is shown in the left menu
2. The count is displayed for each order status
3. All orders are returned","","1. Open the Account -  Orders
2. Check the list of Order statuses in the left menu","Other"
"","","","","","","","","","","
Step Description:
Check the switch between statuses


Expected Result:
1. The current status is selected.
2. The appropriate orders with the status are returned
3. The chip with order status is displayed

","","1. The current status is selected.
2. The appropriate orders with the status are returned
3. The chip with order status is displayed

","","Check the switch between statuses

",""
"C410446","Orders > List of statuses > Order status changed","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Go to admin - Orders - Change status New -- Processing for Order1
2. Go to store - Orders
3. Check the list of statuses
Expected Result:
The list of statuses is changed
The count also changed

- Processing (3)
- Payment required (3)
- Completed (2)

","","The list of statuses is changed
The count also changed

- Processing (3)
- Payment required (3)
- Completed (2)

","","1. Go to admin - Orders - Change status New -- Processing for Order1
2. Go to store - Orders
3. Check the list of statuses","Other"
"","","","","","","","","","","
Step Description:
1. Check for changes in other statuses (ex. Payment required -- Processing)
2. Pay attention to the count
Expected Result:
The list of statuses is changed
The count also changed

- Processing (4)
- Payment required (2)
- Completed (2)
","","The list of statuses is changed
The count also changed

- Processing (4)
- Payment required (2)
- Completed (2)
","","1. Check for changes in other statuses (ex. Payment required -- Processing)
2. Pay attention to the count",""
"C410447","Orders > List of statuses > Localization","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002654","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Change Language (ex. Deutsch)
2. Open Orders
3. Check status localization in the left menu and in chips
Expected Result:
Statuses are displayed according to localization","","Statuses are displayed according to localization","","1. Change Language (ex. Deutsch)
2. Open Orders
3. Check status localization in the left menu and in chips","Other"
"","","","","","","","","","","
Step Description:
1. Open order
2. Check status localization in chips
Expected Result:
Statuses are displayed according to localization","","Statuses are displayed according to localization","","1. Open order
2. Check status localization in chips",""
"C410448","Orders > Date format","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001201, https://virtowayqa.testrail.io/index.php?/attachments/get/1000000159, https://virtowayqa.testrail.io/index.php?/attachments/get/1000000857, https://virtowayqa.testrail.io/index.php?/attachments/get/1000003056","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
Set localization = EN
Set filter up the Start date and End date
Check data format in chips, table, and filter 
Expected Result:
The date format is consistent everywhere

 ![](index.php?/attachments/get/09b0efe9-5f91-40e6-873a-803eb19b10d6) 




  


","","The date format is consistent everywhere

 ![](index.php?/attachments/get/09b0efe9-5f91-40e6-873a-803eb19b10d6) 




  


","","Set localization = EN
Set filter up the Start date and End date
Check data format in chips, table, and filter ","Other"
"","","","","","","","","","","
Step Description:
Open Order details
Check Created date




Expected Result:
The date format is the same as in the table


 ![](index.php?/attachments/get/2befc4ed-7bf1-4f8f-abaa-28ca83715245) 


","","The date format is the same as in the table


 ![](index.php?/attachments/get/2befc4ed-7bf1-4f8f-abaa-28ca83715245) 


","","Open Order details
Check Created date



",""
"","","","","","","","","","","
Step Description:
Set localization = DE
Set filter up the Start date and End date
Check data format in chips, table, and filter 
Expected Result:
The date format is consistent everywhere

 ![](index.php?/attachments/get/41df0b52-02d5-435d-97f1-9ab1d3a6228f) 
","","The date format is consistent everywhere

 ![](index.php?/attachments/get/41df0b52-02d5-435d-97f1-9ab1d3a6228f) 
","","Set localization = DE
Set filter up the Start date and End date
Check data format in chips, table, and filter ",""
"","","","","","","","","","","
Step Description:
Open Order details
Check Created date
Expected Result:
The date format is the same as in the table

 ![](index.php?/attachments/get/a8eda096-b6bf-4307-91d1-91d854f98265) 
","","The date format is the same as in the table

 ![](index.php?/attachments/get/a8eda096-b6bf-4307-91d1-91d854f98265) 
","","Open Order details
Check Created date",""
"","","","","","","","","","","
Step Description:
Set localization = FR
Set filter up the Start date and End date
Check data format in chips, table, and filter 
Expected Result:
The date format is consistent everywhere","","The date format is consistent everywhere","","Set localization = FR
Set filter up the Start date and End date
Check data format in chips, table, and filter ",""
"","","","","","","","","","","
Step Description:
Open Order details
Check Created date
Expected Result:
The date format is the same as in the table


","","The date format is the same as in the table


","","Open Order details
Check Created date",""
"C410449","Orders > Search through the order list","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Try to search by fields from the index (Backend > Orders > Index widget). For example by shipping address
Expected Result:
1. Matching search Orders presented in the list","","1. Matching search Orders presented in the list","","1. Try to search by fields from the index (Backend > Orders > Index widget). For example by shipping address","Other"
"","","","","","","","","","","
Step Description:
1. Try to search by fields from the index (Backend > Orders > Index widget). For example by Invoice
Expected Result:
1. Matching search Orders presented in the list","","1. Matching search Orders presented in the list","","1. Try to search by fields from the index (Backend > Orders > Index widget). For example by Invoice",""
"","","","","","","","","","","
Step Description:
1. Try to search by fields from the index (Backend > Orders > Index widget). For example by Order number
Expected Result:
1. Matching search Orders presented in the list","","1. Matching search Orders presented in the list","","1. Try to search by fields from the index (Backend > Orders > Index widget). For example by Order number",""
"C410450","Orders > Sorting list","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Try to sort by Order number
Expected Result:
1. The list sorted ascending or descending by Order number","","1. The list sorted ascending or descending by Order number","","1. Try to sort by Order number","Other"
"","","","","","","","","","","
Step Description:
1. Try to sort by Date
Expected Result:
1. The list sorted ascending or descending by Date","","1. The list sorted ascending or descending by Date","","1. Try to sort by Date",""
"","","","","","","","","","","
Step Description:
1. Try to sort by Status 
Expected Result:
1. The list sorted ascending or descending by Status ","","1. The list sorted ascending or descending by Status ","","1. Try to sort by Status ",""
"","","","","","","","","","","
Step Description:
1. Try to sort by Total 
Expected Result:
1. The list sorted ascending or descending by Total ","","1. The list sorted ascending or descending by Total ","","1. Try to sort by Total ",""
"C410451","Orders > Reset search","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Enter in the search field not relevant query
2. Click on the search icon 
Expected Result:
1. Shows no orders page with reset search button","","1. Shows no orders page with reset search button","","1. Enter in the search field not relevant query
2. Click on the search icon ","Other"
"","","","","","","","","","","
Step Description:
1. Click on the Reset search button
Expected Result:
1. Search field cleaned
2. User orders are displayed ","","1. Search field cleaned
2. User orders are displayed ","","1. Click on the Reset search button",""
"","","","","","","","","","","
Step Description:
1. Set any filters & Click apply
2. Enter in the search field not relevant query
3. Click on the search button 
Expected Result:
1. Shows no orders page with reset search button","","1. Shows no orders page with reset search button","","1. Set any filters & Click apply
2. Enter in the search field not relevant query
3. Click on the search button ",""
"","","","","","","","","","","
Step Description:
1. Click on the Reset search button
Expected Result:
1. Search field cleaned
2. Filters reset
3. User orders are displayed","","1. Search field cleaned
2. Filters reset
3. User orders are displayed","","1. Click on the Reset search button",""
"C410452","Orders > Pagination > Add pages","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
Open Orders tab
View the page
Expected Result:
The Orders list is displayed without pagination","","The Orders list is displayed without pagination","","Open Orders tab
View the page","Other"
"","","","","","","","","","","
Step Description:
Create one order
Expected Result:
1. The 2nd page has been added
2. Previous and Next buttons are displayed

**Buttons:**

Previous - active (disabled if the cursor is on the first page)
Next - (active) disabled if the cursor is on the last page

**Pagination view:**

1 2","","1. The 2nd page has been added
2. Previous and Next buttons are displayed

**Buttons:**

Previous - active (disabled if the cursor is on the first page)
Next - (active) disabled if the cursor is on the last page

**Pagination view:**

1 2","","Create one order",""
"","","","","","","","","","","
Step Description:
Generate 90 orders via Postman
Check the number of pages
Expected Result:
1. There are 9 pages for 10 Orders on each page

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

The 1st page is selected and active

**Pagination view:**

1 2 3 4 5 6 7 8 9","","1. There are 9 pages for 10 Orders on each page

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

The 1st page is selected and active

**Pagination view:**

1 2 3 4 5 6 7 8 9","","Generate 90 orders via Postman
Check the number of pages",""
"C410453","Orders > Pagination > Next button","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
Open Account &gt; Orders tab
Check Pagination
Expected Result:
**Buttons:**

Previous - disabled if the cursor on the first page active
Next - active

The 1st page is selected and active

There are 12 pages with 10 Orders on each

**Pagination view:**

1 2 3 4 5 6 7...12","","**Buttons:**

Previous - disabled if the cursor on the first page active
Next - active

The 1st page is selected and active

There are 12 pages with 10 Orders on each

**Pagination view:**

1 2 3 4 5 6 7...12","","Open Account &gt; Orders tab
Check Pagination","Other"
"","","","","","","","","","","
Step Description:
Click Next button
Expected Result:
1. System opens 2nd page &gt; 2nd page is selected, pages in the list are changed
2. The page is scrolling up

**Buttons:**

Previous - active
Next - active","","1. System opens 2nd page &gt; 2nd page is selected, pages in the list are changed
2. The page is scrolling up

**Buttons:**

Previous - active
Next - active","","Click Next button",""
"","","","","","","","","","","
Step Description:
Proceed to push the Next button till the 6-page
Expected Result:
1. System opens 6th page &gt; 6th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up

Three dots after 1st and before the last page were added

**Pagination view:**

1...4 5 6 7 8...12","","1. System opens 6th page &gt; 6th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up

Three dots after 1st and before the last page were added

**Pagination view:**

1...4 5 6 7 8...12","","Proceed to push the Next button till the 6-page",""
"","","","","","","","","","","
Step Description:
Proceed to push the Next button till the 8-page
Expected Result:
1. System opens 8th page &gt; 8th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Pagination view:**

1...6 7 8 9 10 11 12","","1. System opens 8th page &gt; 8th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Pagination view:**

1...6 7 8 9 10 11 12","","Proceed to push the Next button till the 8-page",""
